AccountID,CustomerID,AccountType,OpenDate,Status,BranchID,BalanceSnapshot,IFSCCode,AccountTier
4260,29476,Current,11-07-24,Active,56,115876.97,BKID0003285,Platinum
4261,18330,Fixed Deposit,16-01-25,Closed,148,276764.48,BKID0009066,Platinum
4262,8973,Current,27-06-24,Closed,151,339749.22,BKID0005933,Platinum
4263,14654,Fixed Deposit,11-05-24,Closed,102,127199.55,BKID0009611,Gold
4264,25116,Recurring Deposit,18-06-24,Active,142,424850.23,BKID0005017,Gold
4265,20364,Recurring Deposit,04-03-25,Active,42,265058.48,BKID0007037,Platinum
4266,16713,Savings,09-08-24,Active,10,243327.26,BKID0003568,Gold
4267,15860,Current,15-10-24,Active,81,230113.38,BKID0001096,Gold
4268,12685,Current,14-07-24,Active,60,89629.19,BKID0003013,Platinum
4269,5723,Loan,15-03-25,Active,84,376839.02,BKID0001552,Platinum
4270,21984,Loan,30-04-24,Active,183,66385.74,BKID0008736,Gold
4271,5394,Loan,17-11-24,Active,90,179552.86,BKID0001915,Silver
4272,24159,Savings,20-04-24,Active,114,314147.02,BKID0003144,Platinum
4273,22771,Fixed Deposit,20-04-24,Active,71,340788.4,BKID0003926,Platinum
4274,26717,Loan,15-12-24,Closed,130,401063.86,BKID0007596,Silver
4275,12593,Fixed Deposit,20-10-24,Closed,62,114481.06,BKID0009117,Silver
4276,23740,Savings,30-09-24,Active,44,3749.79,BKID0002996,Silver
4277,9155,Recurring Deposit,07-01-25,Closed,3,289303.24,BKID0003515,Gold
4278,3420,Savings,16-11-24,Closed,71,474060.95,BKID0005688,Platinum
4279,528,Current,11-10-24,Closed,114,153330.6,BKID0004118,Gold
4280,10033,Loan,01-11-24,Closed,43,98375.83,BKID0001866,Platinum
4281,4251,Savings,06-12-24,Closed,31,168955.89,BKID0003879,Silver
4282,26592,Loan,05-11-24,Closed,111,14555.35,BKID0005155,Silver
4283,11890,Loan,21-03-25,Active,77,40650.41,BKID0003919,Gold
4284,29313,Recurring Deposit,17-01-25,Active,185,430750.9,BKID0008197,Silver
4285,29129,Savings,09-02-25,Closed,63,392177.71,BKID0004914,Silver
4286,20735,Fixed Deposit,12-03-25,Active,40,141915.48,BKID0009288,Platinum
4287,15739,Loan,28-02-25,Active,111,322743.88,BKID0004492,Silver
4288,14972,Current,04-03-25,Active,131,482527.16,BKID0004504,Platinum
4289,27509,Recurring Deposit,31-12-24,Active,64,461125.74,BKID0008638,Silver
4290,19270,Fixed Deposit,09-06-24,Closed,27,496018.5,BKID0004506,Silver
4291,4198,Loan,25-06-24,Closed,40,287484.42,BKID0003315,Gold
4292,10690,Fixed Deposit,04-01-25,Closed,163,316439.97,BKID0009904,Platinum
4293,2305,Savings,20-05-24,Active,163,421945.08,BKID0004972,Platinum
4294,18808,Current,25-08-24,Active,32,64041.97,BKID0008364,Gold
4295,22026,Current,07-05-24,Active,179,182367.7,BKID0008405,Gold
4296,2163,Savings,16-01-25,Active,120,421088.1,BKID0003026,Gold
4297,4650,Savings,01-10-24,Active,61,89407.94,BKID0006373,Gold
4298,28075,Current,02-04-24,Closed,178,102613.37,BKID0006858,Platinum
4299,18069,Loan,17-09-24,Closed,53,116275.91,BKID0006001,Gold
4300,16259,Loan,01-10-24,Closed,138,302673.91,BKID0005159,Gold
4301,29983,Savings,04-08-24,Closed,176,461490.06,BKID0009224,Silver
4302,21445,Current,14-09-24,Active,6,69065.07,BKID0003120,Silver
4303,2717,Fixed Deposit,05-02-25,Closed,73,264732.06,BKID0006106,Gold
4304,4750,Savings,04-03-25,Active,188,431408.71,BKID0009020,Platinum
4305,6303,Savings,02-03-25,Closed,196,452204.96,BKID0004874,Platinum
4306,11236,Savings,21-08-24,Active,120,150187.36,BKID0009269,Platinum
4307,26090,Current,16-02-25,Closed,147,421593.63,BKID0001660,Gold
4308,17074,Savings,19-07-24,Active,1,217663.56,BKID0005012,Silver
4309,17894,Fixed Deposit,06-05-24,Closed,192,485918.16,BKID0008059,Silver
4310,21901,Fixed Deposit,23-06-24,Active,24,26814.08,BKID0008964,Silver
4311,82,Current,13-07-24,Active,115,90359.67,BKID0009051,Gold
4312,7300,Fixed Deposit,28-10-24,Closed,33,240838.95,BKID0004850,Silver
4313,12420,Recurring Deposit,20-05-24,Active,113,339222.69,BKID0002305,Gold
4314,21220,Current,15-01-25,Active,27,191427.22,BKID0002806,Silver
4315,3454,Savings,18-12-24,Active,168,297863.35,BKID0009508,Platinum
4316,21492,Current,11-06-24,Active,135,405601.92,BKID0005576,Platinum
4317,883,Loan,22-12-24,Closed,170,355607.63,BKID0008536,Platinum
4318,7964,Fixed Deposit,15-10-24,Closed,39,16343.66,BKID0007651,Silver
4319,25524,Current,01-07-24,Closed,176,141428.33,BKID0009250,Gold
4320,2643,Current,12-12-24,Closed,2,251298.06,BKID0009461,Gold
4321,23640,Loan,15-03-25,Active,52,383192.31,BKID0002250,Silver
4322,24669,Loan,11-10-24,Closed,43,104857.55,BKID0009107,Silver
4323,3096,Loan,12-06-24,Active,104,251627.04,BKID0009460,Platinum
4324,26041,Fixed Deposit,21-02-25,Closed,120,311744.38,BKID0005333,Silver
4325,7133,Current,06-05-24,Closed,100,432309.85,BKID0008313,Silver
4326,18728,Current,13-05-24,Closed,43,50636.87,BKID0001394,Silver
4327,11142,Current,04-10-24,Active,194,195555.99,BKID0003607,Silver
4328,19810,Recurring Deposit,16-03-25,Closed,109,68333.52,BKID0004196,Gold
4329,26547,Savings,27-08-24,Active,28,327575.35,BKID0001121,Gold
4330,11297,Savings,24-10-24,Closed,7,35267.3,BKID0009543,Platinum
4331,22824,Savings,04-04-24,Active,2,307843.53,BKID0008717,Gold
4332,16139,Recurring Deposit,13-11-24,Closed,15,476005.46,BKID0002187,Platinum
4333,23325,Fixed Deposit,12-06-24,Closed,148,121750.12,BKID0004487,Platinum
4334,8386,Savings,06-06-24,Active,89,177655.3,BKID0007382,Silver
4335,1111,Savings,08-03-25,Closed,76,479921.75,BKID0002166,Silver
4336,16664,Current,15-10-24,Active,92,174494.96,BKID0003839,Gold
4337,22716,Recurring Deposit,28-08-24,Closed,75,416219.72,BKID0005983,Silver
4338,13754,Loan,03-01-25,Closed,117,412467.93,BKID0005896,Silver
4339,5891,Recurring Deposit,18-03-25,Closed,78,374173.41,BKID0002396,Silver
4340,4717,Loan,07-06-24,Active,34,290490.17,BKID0005253,Gold
4341,25382,Current,24-05-24,Active,20,180201,BKID0008222,Gold
4342,23849,Fixed Deposit,16-05-24,Active,25,163679.14,BKID0005584,Platinum
4343,16512,Loan,04-11-24,Active,19,264567.09,BKID0004896,Silver
4344,25857,Fixed Deposit,04-02-25,Active,200,62990.27,BKID0006053,Platinum
4345,3531,Loan,11-10-24,Active,39,317520.78,BKID0002061,Silver
4346,8348,Recurring Deposit,14-10-24,Active,89,409879.83,BKID0007518,Platinum
4347,6422,Current,18-07-24,Active,107,55126.11,BKID0003004,Platinum
4348,9312,Savings,30-05-24,Active,164,261401.92,BKID0007381,Silver
4349,4176,Loan,27-12-24,Closed,51,395239.22,BKID0009758,Platinum
4350,65,Loan,08-01-25,Closed,157,216364.53,BKID0003624,Platinum
4351,17178,Recurring Deposit,03-05-24,Closed,1,490446.05,BKID0004009,Platinum
4352,9535,Current,03-06-24,Closed,84,179270.71,BKID0007160,Gold
4353,9567,Fixed Deposit,17-10-24,Closed,123,462508.78,BKID0007930,Platinum
4354,9159,Recurring Deposit,29-10-24,Active,82,295402.05,BKID0001208,Gold
4355,2223,Recurring Deposit,20-11-24,Closed,78,184877.35,BKID0006055,Platinum
4356,7683,Current,28-06-24,Active,196,145290.19,BKID0002497,Gold
4357,23582,Current,15-06-24,Closed,199,464730.93,BKID0007493,Gold
4358,24313,Recurring Deposit,17-03-25,Closed,158,17202.76,BKID0009677,Platinum
4359,16413,Current,17-01-25,Active,118,369525.54,BKID0002752,Platinum
4360,27629,Fixed Deposit,12-04-24,Active,97,397860.71,BKID0006443,Platinum
4361,9988,Fixed Deposit,14-12-24,Active,57,241375.47,BKID0005325,Platinum
4362,20216,Savings,19-05-24,Closed,20,487106.05,BKID0005366,Platinum
4363,21144,Savings,10-10-24,Closed,95,256352.27,BKID0005647,Platinum
4364,29555,Savings,26-09-24,Closed,57,169946.42,BKID0001692,Silver
4365,26685,Loan,07-02-25,Active,148,418261.45,BKID0007987,Platinum
4366,137,Fixed Deposit,17-08-24,Closed,174,14843.23,BKID0008748,Gold
4367,26149,Fixed Deposit,06-04-24,Closed,183,131570.78,BKID0004904,Gold
4368,11962,Current,02-05-24,Closed,151,418033.99,BKID0006854,Platinum
4369,17844,Recurring Deposit,24-02-25,Active,151,185597.48,BKID0007362,Silver
4370,15727,Loan,14-11-24,Active,199,488154.62,BKID0004573,Gold
4371,11605,Savings,22-02-25,Closed,48,453272.28,BKID0001296,Gold
4372,733,Current,03-09-24,Closed,176,357162.86,BKID0005680,Platinum
4373,20300,Loan,29-05-24,Active,124,491238.48,BKID0006857,Silver
4374,12974,Current,26-09-24,Closed,149,485330.47,BKID0001573,Platinum
4375,1880,Recurring Deposit,15-07-24,Closed,109,300199.59,BKID0004818,Gold
4376,20159,Fixed Deposit,10-04-24,Active,190,7261.4,BKID0009329,Platinum
4377,15869,Savings,30-08-24,Active,156,119659.46,BKID0008180,Silver
4378,20199,Savings,18-08-24,Closed,142,402273.15,BKID0002321,Platinum
4379,11795,Fixed Deposit,23-04-24,Closed,30,22286.99,BKID0001056,Gold
4380,10532,Current,02-05-24,Active,40,318772.53,BKID0005040,Gold
4381,19786,Recurring Deposit,22-08-24,Active,42,352800.04,BKID0004446,Silver
4382,17721,Fixed Deposit,04-11-24,Active,181,130000.1,BKID0004638,Silver
4383,17133,Fixed Deposit,02-05-24,Active,148,404542.08,BKID0008879,Silver
4384,335,Fixed Deposit,21-12-24,Active,16,181028.2,BKID0001617,Gold
4385,6096,Savings,13-03-25,Active,42,292208.09,BKID0003283,Gold
4386,19731,Loan,19-08-24,Closed,87,207795.34,BKID0001455,Silver
4387,6910,Savings,21-09-24,Closed,7,179099.84,BKID0001732,Silver
4388,1534,Fixed Deposit,13-09-24,Active,86,153603.4,BKID0001612,Gold
4389,10353,Recurring Deposit,01-03-25,Closed,152,20320.7,BKID0006351,Gold
4390,12158,Fixed Deposit,25-04-24,Closed,175,380558.05,BKID0008466,Platinum
4391,26093,Fixed Deposit,05-06-24,Closed,113,438685.55,BKID0006727,Platinum
4392,26633,Current,15-10-24,Closed,28,107842.66,BKID0001239,Gold
4393,21153,Savings,30-05-24,Active,99,106629.78,BKID0005936,Silver
4394,27317,Savings,15-01-25,Active,85,222513.78,BKID0009014,Silver
4395,7003,Fixed Deposit,01-04-24,Closed,61,368854.9,BKID0009731,Platinum
4396,14973,Recurring Deposit,16-05-24,Closed,106,344498.71,BKID0002632,Gold
4397,772,Current,19-11-24,Closed,62,52073.02,BKID0009637,Gold
4398,15363,Recurring Deposit,23-11-24,Active,169,241669.49,BKID0009871,Platinum
4399,19751,Savings,15-08-24,Closed,193,380448.38,BKID0007490,Platinum
4400,8630,Fixed Deposit,03-04-24,Closed,116,267550.84,BKID0004560,Gold
4401,25373,Current,06-11-24,Closed,135,342346.86,BKID0001198,Gold
4402,16994,Loan,15-12-24,Active,107,131841.2,BKID0008701,Platinum
4403,3564,Savings,13-06-24,Closed,159,412483.71,BKID0001839,Platinum
4404,18319,Savings,01-12-24,Active,170,176396.15,BKID0009822,Platinum
4405,10449,Savings,20-12-24,Active,161,315428.31,BKID0001686,Silver
4406,9924,Recurring Deposit,30-07-24,Closed,44,56366.68,BKID0001176,Gold
4407,21486,Savings,30-08-24,Closed,120,9755.88,BKID0004104,Gold
4408,187,Loan,27-11-24,Closed,25,348582.93,BKID0005466,Platinum
4409,9794,Recurring Deposit,10-03-25,Active,170,438126.67,BKID0001753,Platinum
4410,28130,Savings,16-07-24,Closed,105,454587.96,BKID0001933,Gold
4411,18127,Recurring Deposit,07-10-24,Active,196,75592.07,BKID0003267,Gold
4412,23787,Fixed Deposit,04-11-24,Active,63,25409.32,BKID0008841,Silver
4413,23228,Recurring Deposit,26-03-25,Closed,125,43063,BKID0004682,Platinum
4414,17398,Recurring Deposit,14-05-24,Active,183,78781.01,BKID0008115,Gold
4415,26482,Savings,25-02-25,Closed,62,14371.64,BKID0002985,Silver
4416,2155,Current,20-12-24,Active,124,2360.32,BKID0002067,Silver
4417,17781,Current,10-03-25,Closed,120,149085.27,BKID0009851,Silver
4418,21810,Fixed Deposit,12-09-24,Active,78,77829.61,BKID0001958,Gold
4419,4910,Savings,15-02-25,Active,99,440858.75,BKID0007984,Gold
4420,11054,Recurring Deposit,20-07-24,Closed,190,278189.72,BKID0002185,Silver
4421,17507,Current,19-01-25,Closed,175,218037.62,BKID0002766,Gold
4422,9424,Loan,29-10-24,Active,77,323821.01,BKID0003990,Silver
4423,29530,Savings,31-05-24,Closed,106,423044.61,BKID0009381,Platinum
4424,20044,Current,14-05-24,Active,75,349575.4,BKID0001813,Gold
4425,28858,Loan,05-06-24,Active,163,42873.14,BKID0001697,Silver
4426,25790,Recurring Deposit,08-09-24,Active,47,243788.05,BKID0001933,Platinum
4427,21531,Loan,27-12-24,Closed,177,89993.34,BKID0005347,Gold
4428,19414,Savings,24-08-24,Active,15,453475.24,BKID0007520,Platinum
4429,342,Current,09-07-24,Active,125,195136.69,BKID0008090,Platinum
4430,25105,Fixed Deposit,14-06-24,Active,148,201936.15,BKID0004119,Silver
4431,14515,Savings,24-03-25,Active,3,277208.93,BKID0007827,Silver
4432,8054,Current,12-07-24,Closed,23,224307.15,BKID0001688,Platinum
4433,15476,Current,04-04-24,Active,124,106878.16,BKID0003082,Platinum
4434,14948,Savings,21-12-24,Closed,171,264523.41,BKID0004623,Silver
4435,29142,Fixed Deposit,08-06-24,Closed,44,303008.4,BKID0009171,Gold
4436,11321,Savings,06-03-25,Active,190,72692.68,BKID0007234,Gold
4437,22366,Savings,15-08-24,Closed,27,291550.04,BKID0001634,Silver
4438,18180,Fixed Deposit,04-10-24,Active,108,33971.19,BKID0007482,Silver
4439,15627,Recurring Deposit,16-02-25,Active,171,169026.47,BKID0007992,Silver
4440,11353,Savings,22-09-24,Closed,200,392176.93,BKID0004699,Silver
4441,29436,Recurring Deposit,01-07-24,Closed,55,2963.94,BKID0008669,Platinum
4442,28559,Current,20-08-24,Closed,136,109198.39,BKID0006270,Platinum
4443,10500,Loan,14-05-24,Active,56,382137.31,BKID0006477,Gold
4444,9232,Current,09-12-24,Closed,78,261886.8,BKID0002136,Gold
4445,20113,Fixed Deposit,10-02-25,Closed,142,366152.2,BKID0006341,Platinum
4446,13371,Recurring Deposit,13-09-24,Active,164,148296.71,BKID0002848,Silver
4447,14821,Savings,02-08-24,Active,68,72184.75,BKID0006077,Platinum
4448,21242,Recurring Deposit,29-01-25,Closed,136,467778.32,BKID0005366,Platinum
4449,18257,Loan,07-12-24,Closed,159,287329.32,BKID0008624,Gold
4450,25060,Loan,27-08-24,Closed,74,485938.31,BKID0003392,Gold
4451,7390,Savings,27-02-25,Active,180,385297.37,BKID0002256,Platinum
4452,5599,Fixed Deposit,27-03-25,Closed,183,28389.86,BKID0007442,Silver
4453,28105,Current,28-03-25,Active,138,498610.5,BKID0009789,Silver
4454,12798,Current,20-01-25,Closed,194,470540.24,BKID0009507,Gold
4455,9815,Fixed Deposit,26-08-24,Closed,64,341457.98,BKID0006933,Silver
4456,6994,Fixed Deposit,01-09-24,Active,125,13617.51,BKID0004933,Platinum
4457,4646,Loan,16-12-24,Active,107,95915.85,BKID0003852,Gold
4458,18412,Savings,28-08-24,Closed,126,10431.31,BKID0003124,Platinum
4459,10133,Fixed Deposit,06-10-24,Active,191,426692.23,BKID0001130,Platinum
4460,242,Current,11-02-25,Closed,47,406051.33,BKID0007212,Gold
4461,18939,Current,14-12-24,Closed,185,97275.61,BKID0007292,Platinum
4462,21866,Recurring Deposit,09-03-25,Active,101,129604.83,BKID0004004,Gold
4463,21235,Loan,23-10-24,Closed,29,109869.35,BKID0005709,Silver
4464,13053,Fixed Deposit,26-07-24,Closed,175,98572.9,BKID0006052,Gold
4465,9786,Savings,28-03-25,Active,157,111384.1,BKID0007184,Silver
4466,27010,Recurring Deposit,12-08-24,Active,77,306051.45,BKID0003318,Platinum
4467,25547,Loan,02-06-24,Active,16,434977.51,BKID0005026,Gold
4468,3569,Savings,04-07-24,Closed,13,349196.61,BKID0001414,Platinum
4469,7633,Fixed Deposit,18-01-25,Closed,181,252909.31,BKID0008240,Platinum
4470,8860,Fixed Deposit,25-05-24,Active,186,247494.84,BKID0008358,Silver
4471,25073,Current,27-06-24,Active,170,151087.56,BKID0001878,Platinum
4472,5229,Recurring Deposit,16-09-24,Closed,14,482490.38,BKID0004810,Silver
4473,26608,Loan,31-10-24,Closed,45,476760.75,BKID0009889,Silver
4474,21381,Current,09-05-24,Closed,27,373350.48,BKID0002407,Platinum
4475,21479,Loan,22-06-24,Active,64,188559.34,BKID0003542,Platinum
4476,27029,Fixed Deposit,27-11-24,Active,4,54932.43,BKID0008142,Silver
4477,18277,Recurring Deposit,18-02-25,Active,144,214197.01,BKID0009405,Gold
4478,6765,Current,10-03-25,Closed,177,429856.25,BKID0001466,Gold
4479,3533,Fixed Deposit,28-05-24,Active,14,233135.75,BKID0001568,Platinum
4480,4897,Savings,23-10-24,Active,62,96728.94,BKID0002160,Silver
4481,4680,Fixed Deposit,09-12-24,Closed,62,277262.86,BKID0007766,Gold
4482,2071,Savings,11-03-25,Closed,147,265503.82,BKID0001215,Silver
4483,27316,Savings,13-07-24,Closed,36,265320.82,BKID0008819,Platinum
4484,27913,Loan,22-04-24,Closed,87,86213.96,BKID0009095,Silver
4485,26170,Loan,04-08-24,Closed,1,381352.94,BKID0003717,Silver
4486,20367,Current,11-12-24,Active,144,158885.69,BKID0005671,Silver
4487,17163,Loan,17-12-24,Closed,198,467702.67,BKID0001696,Gold
4488,26977,Current,04-12-24,Closed,47,60659.82,BKID0007070,Gold
4489,9213,Loan,02-10-24,Closed,87,248678.02,BKID0002856,Platinum
4490,1168,Loan,04-05-24,Closed,159,48330.09,BKID0009863,Gold
4491,17490,Fixed Deposit,22-09-24,Closed,187,120826.65,BKID0004334,Platinum
4492,252,Recurring Deposit,22-04-24,Closed,42,293806.21,BKID0006880,Silver
4493,25868,Loan,10-05-24,Closed,61,36422.63,BKID0005831,Gold
4494,26151,Fixed Deposit,05-08-24,Active,97,168786.9,BKID0006878,Gold
4495,23229,Current,19-02-25,Closed,150,331428.59,BKID0006486,Silver
4496,9013,Loan,08-04-24,Active,67,120469.81,BKID0002249,Platinum
4497,28772,Fixed Deposit,03-09-24,Active,18,355715.16,BKID0001114,Platinum
4498,9042,Loan,15-09-24,Closed,180,463612.95,BKID0007021,Gold
4499,875,Recurring Deposit,01-11-24,Active,42,158548.94,BKID0009557,Silver
4500,15289,Loan,08-02-25,Active,55,135651.85,BKID0005685,Platinum
4501,29013,Loan,07-12-24,Closed,109,81866.32,BKID0007114,Silver
4502,5802,Savings,04-01-25,Active,155,444514.46,BKID0001488,Platinum
4503,12095,Recurring Deposit,10-06-24,Closed,124,363704.22,BKID0007174,Silver
4504,5829,Fixed Deposit,14-07-24,Active,131,270524.04,BKID0006268,Gold
4505,12309,Recurring Deposit,22-10-24,Closed,81,304938,BKID0008529,Gold
4506,8128,Current,23-04-24,Active,66,468254.31,BKID0008129,Platinum
4507,25429,Loan,13-04-24,Closed,173,9770.27,BKID0009581,Gold
4508,27375,Savings,13-02-25,Active,25,486116.66,BKID0001878,Platinum
4509,25340,Current,25-10-24,Closed,26,43881.1,BKID0008146,Silver
4510,14637,Fixed Deposit,08-01-25,Active,70,125404.36,BKID0004374,Gold
4511,25977,Fixed Deposit,28-11-24,Closed,53,275866.12,BKID0008235,Gold
4512,29491,Fixed Deposit,10-12-24,Active,186,361616.17,BKID0004471,Gold
4513,5173,Loan,03-08-24,Closed,169,426652.79,BKID0008589,Platinum
4514,19197,Savings,06-04-24,Active,151,142910.33,BKID0006881,Silver
4515,14531,Fixed Deposit,20-03-25,Closed,69,51357.38,BKID0008258,Platinum
4516,21573,Current,08-12-24,Closed,91,364286.65,BKID0005552,Gold
4517,26575,Loan,31-08-24,Active,118,463065.87,BKID0001812,Silver
4518,17126,Savings,20-07-24,Closed,154,472262.92,BKID0006142,Silver
4519,26568,Current,30-12-24,Active,78,276860.46,BKID0002115,Silver
4520,13518,Recurring Deposit,18-07-24,Active,16,487380.39,BKID0002910,Platinum
4521,20181,Loan,18-04-24,Active,160,276156.84,BKID0008629,Gold
4522,24757,Savings,26-02-25,Active,148,366301.74,BKID0009916,Platinum
4523,15675,Fixed Deposit,11-05-24,Closed,41,57355.62,BKID0007089,Gold
4524,27735,Fixed Deposit,26-11-24,Active,104,197921.85,BKID0006966,Gold
4525,24943,Loan,11-01-25,Active,14,373088.93,BKID0001713,Gold
4526,9910,Savings,05-02-25,Closed,83,12033.18,BKID0007660,Gold
4527,1278,Loan,12-02-25,Active,80,423756.75,BKID0004973,Silver
4528,8916,Current,17-11-24,Active,24,207445.68,BKID0006249,Gold
4529,27065,Savings,17-03-25,Closed,154,246276.2,BKID0001897,Gold
4530,5988,Loan,22-01-25,Active,139,227925.59,BKID0007898,Silver
4531,24224,Savings,17-06-24,Active,74,175149.01,BKID0002310,Gold
4532,6305,Recurring Deposit,28-09-24,Closed,99,4161.33,BKID0003484,Silver
4533,18229,Fixed Deposit,08-12-24,Active,170,473145.72,BKID0003608,Silver
4534,28092,Recurring Deposit,25-04-24,Closed,102,262838.27,BKID0006036,Platinum
4535,27032,Loan,03-03-25,Closed,200,230222.32,BKID0002167,Gold
4536,19458,Current,18-11-24,Closed,127,464290.46,BKID0009067,Silver
4537,6950,Current,31-05-24,Closed,123,458642.85,BKID0007526,Silver
4538,3098,Fixed Deposit,08-03-25,Active,63,324570.08,BKID0007966,Platinum
4539,2096,Recurring Deposit,10-06-24,Active,174,382340.3,BKID0008466,Gold
4540,5850,Fixed Deposit,04-04-24,Active,37,352520.41,BKID0009993,Gold
4541,22457,Recurring Deposit,08-05-24,Closed,95,157893.67,BKID0006643,Platinum
4542,7382,Current,21-12-24,Active,2,462040.98,BKID0001923,Silver
4543,4859,Savings,18-04-24,Closed,83,200237.74,BKID0004273,Platinum
4544,13576,Fixed Deposit,29-01-25,Closed,181,105224.16,BKID0008087,Platinum
4545,21278,Current,25-03-25,Active,87,42452.95,BKID0009393,Silver
4546,27374,Recurring Deposit,11-11-24,Closed,133,23312.8,BKID0002139,Silver
4547,3740,Recurring Deposit,22-04-24,Active,75,116676.08,BKID0007724,Silver
4548,548,Loan,04-09-24,Closed,11,352373.98,BKID0007214,Platinum
4549,10836,Current,11-03-25,Active,4,120465.27,BKID0006612,Silver
4550,8317,Loan,24-12-24,Active,117,334678.44,BKID0007930,Gold
4551,23201,Current,24-01-25,Closed,37,318432.84,BKID0001483,Gold
4552,11524,Fixed Deposit,25-05-24,Closed,86,220771.19,BKID0002470,Platinum
4553,3273,Current,28-01-25,Closed,99,425533.89,BKID0003223,Platinum
4554,12476,Recurring Deposit,22-04-24,Closed,175,381784.75,BKID0003088,Silver
4555,19675,Loan,29-01-25,Active,127,413727.74,BKID0007301,Gold
4556,7142,Current,02-05-24,Closed,58,353934.66,BKID0009482,Gold
4557,22520,Fixed Deposit,27-12-24,Active,95,463641.1,BKID0001035,Gold
4558,29006,Savings,09-06-24,Active,35,9168.15,BKID0009020,Gold
4559,18910,Savings,02-08-24,Closed,162,389702.84,BKID0002654,Platinum
4560,6653,Recurring Deposit,02-03-25,Closed,103,98052.33,BKID0008118,Platinum
4561,892,Loan,22-03-25,Closed,192,189690.09,BKID0005692,Silver
4562,17937,Current,31-01-25,Active,19,88296.95,BKID0009931,Platinum
4563,10017,Savings,12-12-24,Closed,115,126341.48,BKID0009589,Platinum
4564,11575,Savings,12-02-25,Closed,181,86112.23,BKID0007644,Silver
4565,19620,Current,11-06-24,Closed,144,406536.67,BKID0007929,Gold
4566,14612,Recurring Deposit,10-09-24,Closed,122,434168.05,BKID0009320,Silver
4567,27271,Current,18-12-24,Active,109,420985.83,BKID0005809,Platinum
4568,19229,Recurring Deposit,12-10-24,Active,106,259532.34,BKID0004258,Platinum
4569,1992,Current,23-02-25,Active,71,82407.62,BKID0008630,Platinum
4570,21383,Fixed Deposit,03-07-24,Closed,61,399169.67,BKID0002023,Gold
4571,3521,Fixed Deposit,10-05-24,Active,116,72599.02,BKID0003483,Gold
4572,9894,Recurring Deposit,08-08-24,Active,104,121669.57,BKID0004177,Silver
4573,5505,Recurring Deposit,14-07-24,Closed,21,296975.05,BKID0004680,Platinum
4574,4014,Loan,22-04-24,Active,13,149323.52,BKID0004617,Gold
4575,8508,Fixed Deposit,26-02-25,Closed,107,271156.18,BKID0007170,Platinum
4576,20799,Savings,03-03-25,Closed,168,33858.43,BKID0005056,Silver
4577,15149,Current,19-08-24,Closed,76,306627.44,BKID0009366,Gold
4578,368,Current,08-07-24,Closed,84,479650.07,BKID0001441,Silver
4579,3680,Fixed Deposit,18-02-25,Active,86,145569.55,BKID0006636,Silver
4580,7515,Current,24-03-25,Closed,89,232285.42,BKID0009975,Gold
4581,17587,Current,18-10-24,Closed,7,224279.15,BKID0003694,Gold
4582,365,Loan,17-10-24,Active,184,225316.55,BKID0005842,Platinum
4583,2614,Recurring Deposit,29-01-25,Active,168,75790.99,BKID0004654,Silver
4584,7964,Loan,17-10-24,Closed,131,255297.17,BKID0002274,Platinum
4585,8225,Fixed Deposit,28-05-24,Active,136,137837.75,BKID0007008,Platinum
4586,9960,Fixed Deposit,05-05-24,Active,186,315439.71,BKID0008210,Gold
4587,18062,Loan,20-06-24,Active,44,82933.1,BKID0004142,Platinum
4588,4950,Recurring Deposit,14-12-24,Active,88,125392.7,BKID0004516,Silver
4589,2733,Savings,25-02-25,Active,166,281342.74,BKID0009568,Gold
4590,6361,Current,05-01-25,Closed,33,32423.94,BKID0008152,Silver
4591,19665,Fixed Deposit,24-08-24,Closed,47,63795.91,BKID0009126,Silver
4592,26649,Current,14-11-24,Closed,18,283546.29,BKID0001912,Silver
4593,4794,Savings,06-08-24,Active,75,419063.33,BKID0004745,Gold
4594,20547,Current,09-02-25,Closed,119,347807.23,BKID0002062,Silver
4595,14861,Recurring Deposit,26-01-25,Active,94,137555.68,BKID0008745,Gold
4596,13247,Fixed Deposit,06-03-25,Closed,3,212023.54,BKID0006423,Silver
4597,12920,Current,02-01-25,Closed,82,57890.64,BKID0001761,Silver
4598,5473,Loan,09-07-24,Active,183,61625.52,BKID0007499,Platinum
4599,25170,Fixed Deposit,17-09-24,Active,120,143105.06,BKID0009887,Silver
4600,12716,Current,24-09-24,Active,38,362771.86,BKID0005590,Platinum
4601,18960,Loan,21-05-24,Active,34,271399.91,BKID0003952,Platinum
4602,1486,Fixed Deposit,14-06-24,Closed,26,368692.18,BKID0001139,Gold
4603,18269,Current,10-05-24,Active,185,427026.57,BKID0003891,Platinum
4604,27993,Recurring Deposit,01-05-24,Active,120,375709.87,BKID0004084,Platinum
4605,24449,Recurring Deposit,24-04-24,Active,118,48696.38,BKID0006050,Platinum
4606,4210,Recurring Deposit,05-07-24,Closed,10,423485.21,BKID0003620,Platinum
4607,5085,Current,18-03-25,Closed,32,424240.29,BKID0009081,Platinum
4608,28442,Loan,22-10-24,Closed,163,350038.93,BKID0003476,Platinum
4609,18431,Current,10-06-24,Closed,153,185549.51,BKID0003408,Platinum
4610,26296,Fixed Deposit,28-05-24,Active,16,380726.37,BKID0004655,Silver
4611,22372,Savings,24-01-25,Active,187,145988.81,BKID0006893,Platinum
4612,1335,Loan,01-03-25,Active,21,24112.97,BKID0006398,Gold
